2113+4644  23-Jul-13  170000.00   56496.70833333330           141.260061 -0.367 -9.751
    841508595.526897    0.985527729116lofar  300   12   150.000                
 -1.40207999185644056e-10  2.15174861708905020e-03  2.25666216002136356e-08
 -1.09712893999927846e-10 -5.54586902156777272e-14  1.07575735943286757e-16
  4.04395063955373928e-20  4.41138360487668515e-23  5.16008879072899805e-25
 -1.31504956914820602e-27 -5.99527112437768938e-30  2.34694200469917944e-32
2113+4644  23-Jul-13  220000.00   56496.91666666660           141.260061 -0.366 -8.480
    841526335.670458    0.985527729116lofar  300   12   150.000                
 -6.08723832051891824e-09  2.13451459956776664e-03 -7.61723362699792350e-08
 -9.00195837410099395e-11  1.37200368239068975e-13  5.86108204156270762e-16
 -2.66561735574951446e-18 -1.58642936447261992e-20  8.42677347342916320e-23
  3.03959970783906985e-25 -1.06390226619323256e-27 -2.63649258700118606e-30
2113+4644  24-Jul-13   30000.00   56497.12499999990           141.260061 -0.356 -9.880
    841544075.801871    0.985527729116lofar  300   12   150.000                
  1.48823319892557316e-10  2.08040630190129945e-03 -8.04980122119305694e-08
  7.02673345094900519e-11  1.07303891058823043e-13 -6.49662551416153556e-17
 -7.02767705422441568e-20 -9.54751886141773991e-24 -7.32582671091782516e-26
  1.78214068095498927e-27  1.55728344003848273e-30 -2.65623436645292208e-32
2113+4644  24-Jul-13   80000.00   56497.33333333330           141.260061 -0.354 -9.718
    841561815.920441    0.985527729116lofar  300   12   150.000                
  7.08384389803528786e-11  2.05917793205742834e-03  1.63999947954643400e-08
  1.13367843582816720e-10 -4.64077611850680877e-14 -1.08846622510666509e-16
  2.49910707463074639e-20  7.89833571833526642e-23  1.82702761981352979e-25
 -9.64453681077547037e-28 -3.10939980782115777e-30  1.14660155615722051e-32
2113+4644  24-Jul-13  130000.00   56497.54166666660           141.260061 -0.358 -9.840
    841579556.041244    0.985527729116lofar  300   12   150.000                
 -1.67899728886074794e-10  2.09087321316614233e-03  6.98540417085592346e-08
 -1.21940240569110359e-11 -1.31908583364936773e-13  1.21898867710009072e-17
  8.50346289925572098e-20 -3.98119010021347244e-23 -6.10621897943880588e-26
  7.97517539158661739e-28  6.46467255693159357e-31 -4.89071528104964623e-33
2113+4644  24-Jul-13  170000.00   56497.70833333330           141.260061 -0.361 -9.741
    841593748.145798    0.985527729116lofar  300   12   150.000                
  2.75775088668943867e-11  2.11558170324569091e-03  2.10646665139646103e-08
 -1.10570041834226204e-10 -5.33819699080983995e-14  1.08519784944038060e-16
  4.67397047706945894e-20  6.85238753338368040e-23  2.57002022816727857e-25
 -2.06332665027226321e-27 -1.81564186791837193e-30  3.32945845682938423e-32
2113+4644  24-Jul-13  220000.00   56497.91666666660           141.260061 -0.359 -8.489
    841611488.278370    0.985527729116lofar  300   12   150.000                
 -5.71539355451381618e-09  2.09745003143479341e-03 -7.74246670232861830e-08
 -8.76974486558130026e-11  1.47871630441417156e-13  4.97231412946664422e-16
 -3.03496428999037544e-18 -1.07711977232329431e-20  9.25411380709431370e-23
  1.53724271192641166e-25 -1.14325592967138290e-27 -8.59318503164292986e-31
2113+4644  25-Jul-13   30000.00   56498.12499999990           141.260061 -0.349 -9.917
    841629228.398614    0.985527729116lofar  300   12   150.000                
  1.09598814715506850e-10  2.04319241226703094e-03 -7.98646736069572996e-08
  7.19435054666992434e-11  1.06020516083131810e-13 -6.68030846451032698e-17
 -7.18308319549754712e-20  7.19360114294006648e-24  5.02373731508228983e-26
  1.11190516043405364e-27 -5.34725480776822488e-31 -1.68273614894707785e-32
2113+4644  25-Jul-13   80000.00   56498.33333333330           141.260061 -0.348 -9.761
    841646968.506108    0.985527729116lofar  300   12   150.000                
 -2.88473662170578285e-11  2.02260429759622273e-03  1.75260090259063774e-08
  1.12619131515856536e-10 -4.85532752492963558e-14 -1.08235530665159085e-16
  2.88723727960992398e-20  9.23685345352344698e-23  6.39304349361391355e-26
